classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,3462.222737497934,-12333850.958507761,4636578.594534959,1405.0295779747942,0.0673838406958114,1,1,216
Ground,Point Cloud,3462.5831158401343,-12333851.41899281,4636578.44157664,1405.0199174492875,0.07739375906004425,1,1,216
Ground,Point Cloud,3462.6553319469203,-12333851.507547628,4636578.850538885,1405.0295779747942,0.07373159380483711,1,1,216
Ground,Point Cloud,3437.617848147296,-12333819.610102493,4636578.254806479,1405.578617841075,0.07690547035934997,1,1,216
Ground,Point Cloud,3438.0983851751807,-12333820.220325686,4636578.4995397935,1405.618870030685,0.07470817120622568,1,1,216
Ground,Point Cloud,3438.027432686864,-12333820.133380957,4636578.090577547,1405.578617841075,0.08398565651941711,1,1,216
Ground,Point Cloud,3463.004605167742,-12333851.953541888,4636578.737832758,1405.0199174492875,0.08422980086976425,1,1,216
Ground,Point Cloud,3463.283170618168,-12333852.310981333,4636578.443186725,1405.008646836197,0.09204242008087282,1,1,216
Ground,Point Cloud,3463.3553118411473,-12333852.399536148,4636578.840878361,1405.008646836197,0.08545052262149996,1,1,216
Ground,Point Cloud,3463.7856170419873,-12333852.948576014,4636578.752323545,1404.9989863106903,0.09008926527809567,1,1,216
Ground,Point Cloud,3438.4164664085947,-12333820.629287934,4636578.0664262315,1405.6285305561914,0.08032349126420997,1,1,216
Ground,Point Cloud,3438.488768092895,-12333820.71784275,4636578.488269179,1405.6687827458013,0.08349736781872281,1,1,216
Ground,Point Cloud,3438.9592630123952,-12333821.31840542,4636578.362682346,1405.659122220295,0.08520637827115282,1,1,216
Ground,Point Cloud,3464.144646188208,-12333853.407450978,4636578.586484521,1404.989325785184,0.08300907911802853,1,1,216
Ground,Point Cloud,3464.6254198839924,-12333854.01928426,4636578.676649426,1404.9683946465868,0.08203250171663996,1,1,216
Ground,Point Cloud,3439.388475753505,-12333821.8658352,4636578.299888932,1405.659122220295,0.08935683222705425,1,1,216
Ground,Point Cloud,3439.8898952248855,-12333822.503429882,4636578.45445734,1405.6398011692822,0.0856946669718471,1,1,216
Ground,Point Cloud,3465.0761234969796,-12333854.592475438,4636578.805456433,1404.9683946465868,0.09985503929198139,1,1,216
Ground,Point Cloud,3465.5439106461417,-12333855.19142802,4636578.462507777,1404.949073595574,0.09350728618295567,1,1,216
Ground,Point Cloud,3440.1681290571178,-12333822.860869328,4636578.109898597,1405.6092095051786,0.08007934691386283,1,1,216
Ground,Point Cloud,3440.2507108404534,-12333822.962304845,4636578.557502946,1405.659122220295,0.08276493476768139,1,1,216
Ground,Point Cloud,3440.63039513693,-12333823.445331119,4636578.64766785,1405.6398011692822,0.07934691386282139,1,1,216
Ground,Point Cloud,3440.5489058133244,-12333823.34550569,4636578.174302097,1405.5898884541657,0.08276493476768139,1,1,216
Ground,Point Cloud,3465.954586324544,-12333855.714706484,4636578.462507777,1404.949073595574,0.09106584267948424,1,1,216
Ground,Point Cloud,3466.026727549379,-12333855.803261302,4636578.8601994105,1404.9394130700675,0.09008926527809567,1,1,216
Ground,Point Cloud,3466.4175383639413,-12333856.300778367,4636578.913332303,1404.9184819314705,0.08838025482566568,1,1,216
Ground,Point Cloud,3466.345397139099,-12333856.21222355,4636578.5156406695,1404.9394130700675,0.08545052262149996,1,1,216
Ground,Point Cloud,3440.911079999525,-12333823.804380652,4636578.481828829,1405.6285305561914,0.07837033646143282,1,1,216
Ground,Point Cloud,3441.350496634972,-12333824.363081042,4636578.623516534,1405.5995489796721,0.08178835736629282,1,1,216
Ground,Point Cloud,3441.2691784682393,-12333824.263255611,4636578.175912187,1405.559296790062,0.08545052262149996,1,1,216
Ground,Point Cloud,3466.6656914159503,-12333856.61957571,4636578.605805573,1404.929752544561,0.08862439917601282,1,1,216
Ground,Point Cloud,3467.0955032126512,-12333857.167005487,4636578.6331770625,1404.9088214059639,0.09057755397878996,1,1,216
Ground,Point Cloud,3441.699835363077,-12333824.810685392,4636578.330480594,1405.5689573155685,0.08691538872358281,1,1,216
Ground,Point Cloud,3442.2306509778573,-12333825.486922177,4636578.344971386,1405.5496362645558,0.08203250171663996,1,1,216
Ground,Point Cloud,3467.516469687518,-12333857.703164654,4636578.660548548,1404.8991608804577,0.08838025482566568,1,1,216
Ground,Point Cloud,3468.017290101445,-12333858.340759335,4636578.724952055,1404.8991608804577,0.09350728618295567,1,1,216
Ground,Point Cloud,3442.661393450202,-12333826.034351954,4636578.512420491,1405.5496362645558,0.07861448081177996,1,1,216
Ground,Point Cloud,3443.091869807926,-12333826.58339182,4636578.449627077,1405.519044600452,0.08496223392080568,1,1,216
Ground,Point Cloud,3468.93814631645,-12333859.514513183,4636578.676649426,1404.889500354951,0.08349736781872281,1,1,216
Ground,Point Cloud,3443.4012006735356,-12333826.979473367,4636578.22099464,1405.519044600452,0.09399557488364996,1,1,216
Ground,Point Cloud,3443.472067582479,-12333827.066418096,4636578.617076185,1405.5496362645558,0.09033340962844282,1,1,216
Ground,Point Cloud,3443.831771987141,-12333827.526903145,4636578.362682346,1405.478792410842,0.07397573815518425,1,1,216
Ground,Point Cloud,3469.327853977582,-12333860.010420162,4636578.753933632,1404.8589086908476,0.08862439917601282,1,1,216
Ground,Point Cloud,3469.667597237887,-12333860.445143808,4636578.5381818935,1404.8685692163538,0.09326314183260853,1,1,216
Ground,Point Cloud,3444.213062219562,-12333828.011539508,4636578.504370053,1405.4884529363485,0.08276493476768139,1,1,216
Ground,Point Cloud,3444.622484978783,-12333828.533207886,4636578.5059801405,1405.4498108343228,0.07568474860761425,1,1,216
Ground,Point Cloud,3470.007253599775,-12333860.878257368,4636578.4995397935,1404.8589086908476,0.08715953307392996,1,1,216
Ground,Point Cloud,3470.0897605030295,-12333860.979692886,4636578.935873526,1404.8395876398347,0.08007934691386283,1,1,216
Ground,Point Cloud,3444.96146740314,-12333828.966321446,4636578.3659025235,1405.438540221232,0.07861448081177996,1,1,216
Ground,Point Cloud,3445.5133459947974,-12333829.668319633,4636578.507590228,1405.3789669806092,0.08325322346837567,1,1,216
Ground,Point Cloud,3470.5299379781463,-12333861.540003367,4636579.0018871175,1404.8395876398347,0.0891126878767071,1,1,216
Ground,Point Cloud,3470.447516656124,-12333861.438567849,4636578.578434084,1404.8589086908476,0.09668116273746853,1,1,216
Ground,Point Cloud,3445.9328683177955,-12333830.2044788,4636578.317599893,1405.3387147909991,0.08130006866559854,1,1,216
Ground,Point Cloud,3446.013929746423,-12333830.304304231,4636578.726562141,1405.3596459295964,0.08056763561455711,1,1,216
Ground,Point Cloud,3446.4234287084837,-12333830.827582695,4636578.549452509,1405.2888020758828,0.07666132600900283,1,1,216
Ground,Point Cloud,3446.682204177021,-12333831.159260737,4636578.319209984,1405.2598204993633,0.07641718165865569,1,1,216
Ground,Point Cloud,3446.755694595977,-12333831.24942564,4636578.729782316,1405.2791415503762,0.08178835736629282,1,1,216
Ground,Point Cloud,3447.1147237421974,-12333831.708300602,4636578.563943296,1405.238889360766,0.08178835736629282,1,1,216
Ground,Point Cloud,3449.6342392387014,-12333834.920425333,4636578.353021823,1405.2034674339093,0.07812619211108568,1,1,216
Ground,Point Cloud,3470.8386590888804,-12333861.936084911,4636578.681479691,1404.8589086908476,0.09326314183260853,1,1,216
Ground,Point Cloud,3447.424215069128,-12333832.10438215,4636578.359462173,1405.2485498862725,0.0891126878767071,1,1,216
Ground,Point Cloud,3447.5052016139343,-12333832.204207577,4636578.757153805,1405.2598204993633,0.08715953307392996,1,1,216
Ground,Point Cloud,3447.9150321979178,-12333832.727486044,4636578.629956885,1405.238889360766,0.07470817120622568,1,1,216
Ground,Point Cloud,3447.8325359920927,-12333832.626050524,4636578.195233238,1405.1986371711562,0.08130006866559854,1,1,216
Ground,Point Cloud,3471.3597080826985,-12333862.599440997,4636578.747493281,1404.849248165341,0.08642710002288853,1,1,216
Ground,Point Cloud,3448.2639430254567,-12333833.175090391,4636578.272517444,1405.2292288352598,0.08838025482566568,1,1,216
Ground,Point Cloud,3448.346268072546,-12333833.27652591,4636578.681479691,1405.2888020758828,0.08618295567254139,1,1,216
Ground,Point Cloud,3448.845141557671,-12333833.914120592,4636578.4528472535,1405.238889360766,0.07324330510414283,1,1,216
Ground,Point Cloud,3464.999913287502,-12333854.499090359,4636578.3659025235,1404.9587341210802,0.08520637827115282,1,1,216
Ground,Point Cloud,3449.233490642575,-12333834.41002757,4636578.325650334,1405.238889360766,0.07592889295796139,1,1,216
Ground,Point Cloud,3449.3159119664597,-12333834.511463087,4636578.749103368,1405.2888020758828,0.07666132600900283,1,1,216
Ground,Point Cloud,3449.7076440782876,-12333835.010590237,4636578.750713454,1405.2485498862725,0.0720225833524071,1,1,216
Ground,Point Cloud,3465.617304790165,-12333855.281592924,4636578.858589323,1404.949073595574,0.09472800793469138,1,1,216
Ground,Point Cloud,3468.4574675784206,-12333858.901069816,4636578.790965642,1404.8878902673666,0.08667124437323567,1,1,216
Ground,Point Cloud,3469.739738462722,-12333860.533698626,4636578.935873526,1404.849248165341,0.09546044098573281,1,1,216
Ground,Point Cloud,3449.9660023492543,-12333835.34226828,4636578.457677517,1405.2598204993633,0.07397573815518425,1,1,216
Ground,Point Cloud,3450.4470421578044,-12333835.952491475,4636578.778084944,1405.2598204993633,0.07788204776073854,1,1,216
Ground,Point Cloud,3450.376260828227,-12333835.865546746,4636578.394884099,1405.2195683097532,0.08081177996490425,1,1,216
Ground,Point Cloud,3473.442522765992,-12333865.251255248,4636578.9938366795,1404.8589086908476,0.09741359578850996,1,1,216
Ground,Point Cloud,3474.771120922316,-12333866.945067387,4636578.884350726,1404.8589086908476,0.08252079041733425,1,1,216
Unclassified,Point Cloud,3450.746244011032,-12333836.33730241,4636578.356241996,1405.2485498862725,0.08203250171663996,1,1,216
Unclassified,Point Cloud,3450.8274872939546,-12333836.437127838,4636578.792575733,1405.26948102487,0.08154421301594568,1,1,216
Ground,Point Cloud,3451.1851578658097,-12333836.8960028,4636578.422255588,1405.1986371711562,0.08276493476768139,1,1,216
Ground,Point Cloud,3471.8091387025524,-12333863.172632176,4636578.684699863,1404.849248165341,0.08886854352635996,1,1,216
Ground,Point Cloud,3451.5857353050524,-12333837.406400565,4636578.423865674,1405.1487244560396,0.07861448081177996,1,1,216
Ground,Point Cloud,3452.1984480682113,-12333838.184072867,4636578.782915208,1405.1696555946369,0.07495231555657282,1,1,216
Ground,Point Cloud,3452.1264031201645,-12333838.09551805,4636578.399714362,1405.1294034050268,0.06884870679789426,1,1,216
Ground,Point Cloud,3472.3096274982818,-12333863.81022686,4636578.699190653,1404.8589086908476,0.07788204776073854,1,1,216
Ground,Point Cloud,3472.6495512975707,-12333864.243340421,4636578.700800738,1404.8685692163538,0.08984512092774853,1,1,216
Ground,Point Cloud,3452.536148124782,-12333838.618796516,4636578.259636742,1405.1390639305332,0.07519645990691996,1,1,216
Ground,Point Cloud,3452.6082786503357,-12333838.707351333,4636578.655718287,1405.1793161201435,0.07348744945448997,1,1,216
Ground,Point Cloud,3453.0287316471185,-12333839.243510496,4636578.605805573,1405.1487244560396,0.07275501640344854,1,1,216
Ground,Point Cloud,3473.0716089075395,-12333864.779499585,4636578.892401161,1404.8589086908476,0.09448386358434424,1,1,216
Ground,Point Cloud,3472.9993928044787,-12333864.69094477,4636578.483438915,1404.8685692163538,0.08667124437323567,1,1,216
Ground,Point Cloud,3473.3689681606484,-12333865.161090344,4636578.573603819,1404.8685692163538,0.0925307087815671,1,1,216
Ground,Point Cloud,3453.33781514928,-12333839.637981955,4636578.530131456,1405.1599950691307,0.08422980086976425,1,1,216
Ground,Point Cloud,3453.7995690756397,-12333840.224053835,4636578.80062617,1405.1599950691307,0.08642710002288853,1,1,216
Ground,Point Cloud,3453.717158451036,-12333840.122618318,4636578.378783225,1405.1294034050268,0.06860456244754712,1,1,216
Ground,Point Cloud,3473.8400715104035,-12333865.760042924,4636578.729782316,1404.8589086908476,0.09277485313191425,1,1,216
Ground,Point Cloud,3474.1795473370294,-12333866.194766572,4636578.473778392,1404.8589086908476,0.09472800793469138,1,1,216
Ground,Point Cloud,3474.2620435428653,-12333866.296202092,4636578.9085020395,1404.849248165341,0.09619287403677425,1,1,216
Ground,Point Cloud,3454.0986091447776,-12333840.60725468,4636578.544622244,1405.1390639305332,0.08545052262149996,1,1,216
Ground,Point Cloud,3454.528335363968,-12333841.15468446,4636578.559113033,1405.1197428795206,0.08130006866559854,1,1,216
Ground,Point Cloud,3474.689973916189,-12333866.845241958,4636578.462507777,1404.8589086908476,0.09692530708781567,1,1,216
Ground,Point Cloud,3475.190814404057,-12333867.481226552,4636578.720121791,1404.8589086908476,0.08520637827115282,1,1,216
Ground,Point Cloud,3454.969605296952,-12333841.716605026,4636578.599365222,1405.1390639305332,0.07495231555657282,1,1,216
Ground,Point Cloud,3455.529484114173,-12333842.429873828,4636578.61385601,1405.0988117409233,0.07348744945448997,1,1,216
Ground,Point Cloud,3475.652131058905,-12333868.068908522,4636578.73461258,1404.849248165341,0.10131990539406424,1,1,216
Ground,Point Cloud,3476.012518775762,-12333868.527783481,4636578.7732546795,1404.8395876398347,0.09790188448920424,1,1,216
Ground,Point Cloud,3476.4433468274765,-12333869.075213261,4636578.953584491,1404.8395876398347,0.0908216983291371,1,1,216
Ground,Point Cloud,3476.3813252403634,-12333868.999539144,4636578.557502946,1404.849248165341,0.09912260624093995,1,1,216
Ground,Point Cloud,3455.9390579581814,-12333842.953152291,4636578.448016989,1405.0988117409233,0.0725108720531014,1,1,216
Ground,Point Cloud,3456.3285944587114,-12333843.44905927,4636578.4995397935,1405.0891512154167,0.07495231555657282,1,1,216
Ground,Point Cloud,3476.7632038328265,-12333869.484175509,4636578.787745469,1404.8299271143283,0.09668116273746853,1,1,216
Ground,Point Cloud,3477.16301105401,-12333869.994573273,4636578.67342925,1404.8299271143283,0.1010757610437171,1,1,216
Ground,Point Cloud,3456.5888154000204,-12333843.7823474,4636578.296668759,1405.0794906899105,0.07934691386282139,1,1,216
Ground,Point Cloud,3456.661031504944,-12333843.870902214,4636578.705631003,1405.1084722664295,0.07495231555657282,1,1,216
Ground,Point Cloud,3457.101123400691,-12333844.431212693,4636578.758763892,1405.0891512154167,0.0754406042572671,1,1,216
Ground,Point Cloud,3457.0187876580385,-12333844.329777177,4636578.348191559,1405.0585595513132,0.08667124437323567,1,1,216
Ground,Point Cloud,3477.593593065041,-12333870.54200305,4636578.816727044,1404.8186565012375,0.09619287403677425,1,1,216
Ground,Point Cloud,3457.4393356107103,-12333844.864326254,4636578.502759968,1405.0891512154167,0.07861448081177996,1,1,216
Ground,Point Cloud,3457.910761203995,-12333845.464888923,4636578.517250755,1405.0585595513132,0.07617303730830854,1,1,216
Ground,Point Cloud,3458.310407965735,-12333845.975286689,4636578.378783225,1405.0698301644038,0.07641718165865569,1,1,216
Ground,Point Cloud,3458.391554973732,-12333846.075112117,4636578.80062617,1405.0891512154167,0.07519645990691996,1,1,216
Ground,Point Cloud,3458.8612689796137,-12333846.675674787,4636578.557502946,1405.0488990258068,0.08984512092774853,1,1,216
Ground,Point Cloud,3411.950749902626,-12333786.909223653,4636577.7991516935,1406.4995879393528,0.07006942854962997,1,1,216
Ground,Point Cloud,3412.031896910623,-12333787.009049084,4636578.22099464,1406.4496752242362,0.06518654154268712,1,1,216
Ground,Point Cloud,3412.342072870644,-12333787.40513063,4636578.119559122,1406.3997625091197,0.06958113984893569,1,1,216
Ground,Point Cloud,3436.065998842667,-12333817.634525027,4636578.04549509,1405.7186954609178,0.08398565651941711,1,1,216
Ground,Point Cloud,3436.1369620284095,-12333817.721469756,4636578.456067426,1405.7186954609178,0.0754406042572671,1,1,216
Ground,Point Cloud,3436.626400510766,-12333818.34618374,4636578.328870507,1405.6687827458013,0.0788586251621271,1,1,216
Ground,Point Cloud,3412.643081265298,-12333787.788331475,4636578.15981131,1406.328918655406,0.06323338673990997,1,1,216
Ground,Point Cloud,3413.094383935735,-12333788.361522656,4636578.378783225,1406.229093225173,0.06420996414129854,1,1,216
Ground,Point Cloud,3413.0221571315233,-12333788.272967838,4636577.968210888,1406.269345414783,0.0639658197909514,1,1,216
Ground,Point Cloud,3413.3615674527355,-12333788.706081398,4636577.892536773,1406.2097721741602,0.06713969634546425,1,1,216
Ground,Point Cloud,3413.8525356663267,-12333789.330795381,4636577.995582376,1406.1196072694338,0.06640726329442283,1,1,216
Ground,Point Cloud,3414.282176304285,-12333789.878225159,4636577.997192466,1406.0294423647074,0.06884870679789426,1,1,216
Ground,Point Cloud,3414.3543175272644,-12333789.966779975,4636578.394884099,1405.9988507006037,0.06640726329442283,1,1,216
Ground,Point Cloud,3414.8439271720854,-12333790.59149396,4636578.293448582,1405.9199564089681,0.07129015030136568,1,1,216
Ground,Point Cloud,3414.76134538688,-12333790.49005844,4636577.845844232,1405.9698691240844,0.06958113984893569,1,1,216
Ground,Point Cloud,3415.1534184971497,-12333790.987575505,4636578.08896746,1405.8491125552544,0.07373159380483711,1,1,216
Unclassified,Point Cloud,3415.462587578677,-12333791.382046964,4636578.026174043,1405.7991998401378,0.07592889295796139,1,1,216
